bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-S1-PS1-Q16,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_1,practice,Q16,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",graph_constructed,estimate_and_evidence,u1_s1_ps1_q16_approach_graph.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS1-Q17,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_1,practice,Q17,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",table_context,estimate_with_units,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS1-Q18,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_1,practice,Q18,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS1-Q19,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_1,practice,Q19,current-section,3,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",strategy_explanation,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS1-Q20,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_1,practice,Q20,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",multipart_table,estimate_and_explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q01,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q01,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",constructed_response,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q02,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q02,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q03,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q03,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",table_short_answer,estimate,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q04,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q04,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",graph_constructed,exact_and_explanation,u1_s1_ps2_q04_point_vs_limit.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q05,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q05,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",constructed_response,exact_with_units,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q06,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q06,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",table_constructed,estimate,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q07,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q07,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",constructed_response,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q08,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q08,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",context_constructed,interpretation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q09,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q09,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",table_constructed,estimate_and_explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q10,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q10,current-section,3,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q11,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q11,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q12,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q12,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",constructed_response,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q13,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q13,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",context_constructed,exact_with_units,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q14,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q14,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",short_explanation,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q15,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q15,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",representation_constructed,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q16,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q16,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",graph_constructed,estimate_and_evidence,u1_s1_ps2_q16_approach_graph.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q17,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q17,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",table_context,estimate_with_units,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q18,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q18,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q19,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q19,current-section,3,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",strategy_explanation,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS2-Q20,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_2,practice,Q20,current-section,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",multipart_table,estimate_and_explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS3-Q01,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_3,practice,Q01,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",constructed_response,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS3-Q02,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_3,practice,Q02,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S1-PS3-Q03,MATH,MATH_AP_CALCULUS,1,1.1,practice_set_3,practice,Q03,current-section,1,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,"AP Topics 1.1, 1.2",table_short_answer,estimate,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
